read_name_str,read_lengths,mapping_qualities,avg_base_qualities,num_overlap_aligned_bases,fraction_overlap_aligned,num_nones,fraction_nones,num_inserts,fraction_inserts,num_mismatches,fraction_mismatches,num_ambiguous
cef5fedc-e0a5-4985-a16e-fc653e9edbc0,6749,60,24.754630315602313,6403,0.9850769230769231,99,0.014668839828122684,81,0.012001778041191288,32,0.004741443176766928,0
ac111b84-c4be-4cc1-9c4a-fd93a6f8a285,5819,60,7.263275476886063,5197,0.7995384615384615,650,0.11170304175975254,433,0.07441141089534284,649,0.11153119092627599,0
85946912-94a7-4fe8-9988-8a08f33d8f80,3762,60,20.886230728335992,3480,0.5353846153846153,154,0.04093567251461988,83,0.022062732589048378,68,0.018075491759702286,0
e3131115-5c28-43d6-bed4-c0c3d85dc1e8,6770,60,24.2576070901034,6386,0.9824615384615385,118,0.01742983751846381,106,0.01565731166912851,77,0.01137370753323486,0
276ed95e-e661-4288-a8d8-ef89c4629921,2595,60,18.608092485549133,2326,0.35784615384615387,129,0.04971098265895954,69,0.026589595375722544,59,0.022736030828516378,0
6c2e1011-3c7f-46a8-8669-57e7c9de0953,6779,60,22.085705856320992,6363,0.9789230769230769,138,0.020356984806018587,135,0.019914441658061662,78,0.01150612184688007,0
44c32adc-5f73-4b85-95eb-e4caa5173cf8,6763,60,23.05840603282567,6360,0.9784615384615385,145,0.02144018926511903,128,0.018926511903001625,68,0.010054709448469614,0
3f1d2bb8-c289-4373-ba2c-4611fcc8c776,6976,60,26.014048165137616,6431,0.9893846153846154,72,0.010321100917431193,100,0.014334862385321102,27,0.0038704128440366975,0
30dd61b0-826c-4127-9273-281897e4df0a,6627,60,22.523766410140336,6257,0.9626153846153847,246,0.03712086917157085,93,0.01403349932095971,107,0.01614606911121171,0
a46a3e11-f584-48a2-86d5-a54aec9c4a69,6840,60,26.021783625730993,6458,0.9935384615384616,42,0.0061403508771929825,102,0.014912280701754385,28,0.004093567251461989,0
3662d6e4-d2c6-4b6d-9832-ab9dd9a26e8d,6628,60,16.690102595051297,6139,0.9444615384615385,369,0.05567290283645142,217,0.032739891369945685,220,0.0331925165962583,0
dbca1cdf-49a2-4d3e-ada0-106139939d9c,6732,60,23.444295900178254,6317,0.9718461538461538,184,0.027332144979203804,136,0.020202020202020204,88,0.013071895424836602,0
9f01d85d-076c-4c5c-8523-39999be144a3,6729,60,17.276415514935355,6267,0.9641538461538461,246,0.036558181007579134,195,0.028979045920642,206,0.030613761331550006,0
ebff51a5-0b08-473a-9a53-0d8f0643000d,6776,60,25.678423848878396,6424,0.9883076923076923,79,0.011658795749704841,75,0.011068476977567887,38,0.005608028335301062,0
f4e09224-5d09-44dc-811d-8e0a13172001,6587,60,19.495976924244726,6172,0.9495384615384616,342,0.05192044936997116,149,0.022620312737209654,149,0.022620312737209654,0
b524e3dd-82b2-4c89-940f-e69fe2cb28d8,6760,60,25.44630177514793,6408,0.9858461538461538,93,0.013757396449704142,73,0.010798816568047338,31,0.004585798816568047,0
b8ecea77-eb99-4521-bbbf-fac82a981cfb,6696,60,23.56735364396655,6341,0.9755384615384616,162,0.024193548387096774,77,0.011499402628434886,63,0.009408602150537635,0
70711ac8-9fab-4217-87a7-7c7f7b76d54a,2643,60,25.434733257661748,2427,0.37338461538461537,20,0.007567158531971245,14,0.0052970109723798715,20,0.007567158531971245,0
408d60f8-18c6-425f-9b16-cd9135dd56d3,6828,60,20.780609256004688,6250,0.9615384615384616,265,0.0388107791446983,132,0.019332161687170474,108,0.015817223198594025,0
171acabb-e437-4fe2-9637-e51263ac5581,6623,60,20.572701192812925,6222,0.9572307692307692,283,0.042729880718707536,125,0.018873622225577532,103,0.015551864713875888,0
47c07585-751a-476c-84ef-f3ed1bf44db0,6084,60,19.862754766600922,5737,0.8826153846153846,178,0.02925706771860618,153,0.02514792899408284,144,0.023668639053254437,0
10861c9e-1712-4c75-bc14-d6b0bfd4cb5c,6737,60,24.97313344218495,6415,0.9869230769230769,85,0.012616891791598634,55,0.008163871159269705,47,0.006976398990648657,0
71f9699e-9838-4324-908c-d3b387727f3e,6569,60,17.687775917186787,6114,0.9406153846153846,396,0.06028314811995737,184,0.028010351651697366,202,0.030750494748059066,0
13da5d61-516b-476b-bdcd-d368e3d8c5bd,5096,60,21.71212715855573,4807,0.7395384615384616,166,0.032574568288854,89,0.017464678178963893,64,0.012558869701726845,0
95c3b2c8-b264-466c-a773-69b71aeebefd,6820,60,23.72258064516129,6401,0.9847692307692307,103,0.015102639296187683,142,0.020821114369501466,57,0.008357771260997068,0
72b69fa9-7f21-4beb-8ac4-b90f002f77b3,6742,60,24.19460100860279,6418,0.9873846153846154,83,0.012310886977158113,58,0.008602788490062296,60,0.008899436369029961,0
7f6b7815-7ef0-46a6-bb49-8a07bff1f05f,6775,60,25.79380073800738,6445,0.9915384615384616,57,0.008413284132841328,53,0.007822878228782288,42,0.0061992619926199265,0
f6ffa902-ced5-4146-a1ce-f6da178398fc,6753,60,22.771212794313637,6348,0.9766153846153847,154,0.022804679401747373,135,0.019991115059973346,69,0.010217681030653044,0
62d182d5-6355-4d77-a0cc-78f8f14f9bfe,6770,60,22.75997045790251,6369,0.9798461538461538,135,0.019940915805022157,124,0.018316100443131464,76,0.011225997045790252,0
894be823-12e5-4112-991c-5c8946dfedbc,6800,60,25.98220588235294,6450,0.9923076923076923,50,0.007352941176470588,70,0.010294117647058823,24,0.0035294117647058825,0
e4773d15-c3dd-49bd-a9c4-998f85d34191,1672,60,24.895933014354068,1456,0.224,22,0.013157894736842105,21,0.012559808612440191,14,0.008373205741626795,0
b9a8a8c1-8728-49ef-ac63-a04d2edee3c2,6954,60,24.427811331607707,6423,0.9881538461538462,86,0.012366983031348864,79,0.011360368133448375,41,0.005895887259131435,0
7348b04f-5037-4eaf-a9e8-43f17a3a5bed,6719,60,22.367911891650543,6317,0.9718461538461538,187,0.027831522547998214,126,0.01875279059383837,93,0.013841345438309272,0
4ab06eeb-1bd8-4b48-858a-32d1f8926976,6713,60,22.305526590198124,6327,0.9733846153846154,176,0.026217786384626844,102,0.015194398927454193,90,0.013406822583047817,0
362037c3-9871-4f07-9c7a-cde9c312b330,6774,60,23.654413935636256,6401,0.9847692307692307,103,0.015205196338943017,110,0.016238559196929438,66,0.00974313551815766,0
40430be1-f486-4375-b201-aa0ea880a0a9,6556,60,6.447071384990848,1435,0.22076923076923077,176,0.026845637583892617,4942,0.7538133007931666,152,0.023184868822452714,0
8787eb03-0f81-420d-abea-d44981f9f3fe,6757,60,26.23249963001332,6434,0.9898461538461538,68,0.010063637709042474,46,0.00680775492082285,31,0.004587834837945834,0
9756bd94-5ee7-454b-b20b-14a8432f2700,6822,60,19.513778950454412,6286,0.9670769230769231,216,0.0316622691292876,292,0.04280269715625916,221,0.03239519202579889,0
f6f2280f-01db-426f-acfc-56475979d15f,6885,60,21.036746550472042,6329,0.9736923076923077,188,0.027305737109658678,117,0.01699346405228758,126,0.018300653594771243,0
8d70e65f-dbd1-4d79-ac55-c069346f49ee,6643,60,19.228962818003914,6239,0.9598461538461538,270,0.040644287219629684,139,0.0209242811982538,150,0.022580159566460936,0
38ba4424-5394-41c1-b9f3-39ec78708262,6184,33,8.288163001293661,5567,0.8564615384615385,919,0.14860931435963778,450,0.07276843467011643,635,0.10268434670116429,0
2ea89004-4227-4944-a62d-9561fb706e6c,6584,60,16.196992709599026,6091,0.937076923076923,434,0.06591737545565006,269,0.040856622114216284,232,0.03523693803159174,0
529776d8-0c7e-415f-94fc-99c5f825ed66,7471,60,12.15406237451479,6206,0.9547692307692308,301,0.040289117922634184,1036,0.1386695221523223,608,0.08138134118591889,0
0ee39969-020b-43e8-8df5-d6f66935a0fe,5749,60,17.6856844668638,5462,0.8403076923076923,1062,0.1847277787441294,106,0.018437989215515743,178,0.030961906418507566,0
48dba06f-500d-489e-860b-9881ec93ced6,6482,60,12.574976858994138,5872,0.9033846153846153,641,0.09888923171860536,464,0.07158284480098735,399,0.061555075593952485,0
5e8cd7ef-7634-4a57-86eb-b2cb395c78ce,3343,60,23.76458271014059,3100,0.47692307692307695,44,0.013161830690996112,132,0.039485492072988335,30,0.008973975471133712,0
8468b01d-3345-47d4-ba11-ca295f3e9c70,6029,60,9.19422789849063,5449,0.8383076923076923,1002,0.16619671587327914,504,0.083595952894344,541,0.08973295737269862,0
0c4bdcde-ef52-4841-ac67-04c188f28f92,889,50,7.233970753655793,590,0.09076923076923077,54,0.06074240719910011,274,0.30821147356580425,94,0.10573678290213723,0
9672a510-2b4c-44ad-bdd8-e9eafa8857ae,3216,60,17.29353233830846,3100,0.47692307692307695,278,0.08644278606965174,47,0.014614427860696517,72,0.022388059701492536,0
8df0c878-ced7-44bb-81e3-a68b1669c345,3379,60,25.56348031962119,3291,0.5063076923076923,31,0.009174311926605505,11,0.0032554010062148565,11,0.0032554010062148565,0
96699c0e-b612-41ea-adac-cb6dbd4b1ea3,2620,60,24.470229007633588,2519,0.38753846153846155,31,0.01183206106870229,25,0.009541984732824428,19,0.007251908396946565,0
dd9e11e2-b917-4ade-83c1-79b4ea8156ba,2277,60,11.144927536231885,1660,0.2553846153846154,185,0.08124725516029864,545,0.2393500219587176,156,0.06851119894598155,0
7a753ee3-5d36-46bd-a235-1ec4fac0df8b,1138,60,18.533391915641477,1045,0.16076923076923078,62,0.054481546572934976,21,0.01845342706502636,35,0.030755711775043937,0
641b65b9-153b-4229-b5aa-0bbe9e6dbe4a,150,13,20.186666666666667,50,0.007692307692307693,2,0.013333333333333334,24,0.16,0,0.0,0
