,count,unique,top,freq,mean,std,min,25%,50%,75%,max
chrom,285,1,chr1,285,,,,,,,
start,285.0,,,,206586753.59298247,1314.851936699923,206583090.0,206586303.0,206586989.0,206587276.0,206590033.0
end,285.0,,,,206586754.59298247,1314.851936699923,206583091.0,206586304.0,206586990.0,206587277.0,206590034.0
name,285,1,.,285,,,,,,,
score,285.0,,,,48.72693250435085,41.78949559319053,-0.3379758509038311,10.317288455248727,43.17053823224831,75.54456423413666,176.27847536703854
strand,285,2,-,143,,,,,,,
samplea_counts,285,143,m:130,6,,,,,,,
samplea_total,285.0,,,,138.2842105263158,42.15790149266661,2.0,113.0,132.0,176.0,209.0
sampleb_counts,285,68,m:0,64,,,,,,,
sampleb_total,285.0,,,,86.79649122807018,19.59252125311135,1.0,81.0,90.0,99.0,113.0
samplea_percents,285,267,m:100.00,5,,,,,,,
sampleb_percents,285,164,m:0.00,64,,,,,,,
samplea_fraction_modified,285.0,,,,0.744082641754386,0.21721204910573866,0.14414415,0.61764705,0.8189655,0.91818184,1.0
sampleb_fraction_modified,285.0,,,,0.2510402856122807,0.3757796599019052,0.0,0.00952381,0.021978023,0.3030303,1.0
map_pvalue,285.0,,,,0.17221315844248308,0.36831081064794824,0.0,0.0,0.0,8.54841362218e-05,1.0
effect_size,285.0,,,,0.49285761901261377,0.3317736756950918,-0.5,0.2153061224489795,0.59,0.75,0.97
cohen_h,285.0,,,,1.29242535376653,0.868546351211588,-1.5707963267948963,0.7028686419657373,1.4899629882644378,1.9704840028085444,2.752183957740259
cohen_h_low,285.0,,,,1.0522552387371324,0.825573730570236,-2.4004558381776544,0.4379599598552143,1.2093804869950249,1.7025486818978028,2.513892669413998
cohen_h_high,285.0,,,,1.6480649468435928,0.7693442302325261,0.2499455875493017,1.0492760438040931,1.8053247361698708,2.248862746777458,3.171100218913333
